Airline,Source,Destination,Duration,Total stops,Price,Date,Market
Air France,NYC,PAR,440,0,278.37,2022-02-01,NYC-PAR
Air France,NYC,PAR,430,0,334.26,2022-02-01,NYC-PAR
Air France,NYC,PAR,440,0,334.26,2022-02-01,NYC-PAR
Air France,NYC,PAR,450,0,334.26,2022-02-01,NYC-PAR
Lufthansa,NYC,PAR,425,0,365.31,2022-02-01,NYC-PAR
American Airlines,NYC,PAR,440,0,365.31,2022-02-01,NYC-PAR
United Airlines,NYC,PAR,425,0,366.66,2022-02-01,NYC-PAR
JetBlue,NYC,PAR,440,0,441.18,2022-02-01,NYC-PAR
TAP AIR PORTUGAL,NYC,PAR,655,1,277.29,2022-02-01,NYC-PAR
"Finnair, Iberia",NYC,PAR,655,1,291.6,2022-02-01,NYC-PAR
"Finnair, Air France",NYC,PAR,615,1,322.11,2022-02-01,NYC-PAR
SAS,NYC,PAR,660,1,355.05,2022-02-01,NYC-PAR
"TAP AIR PORTUGAL, Vueling",NYC,PAR,995,1,271.89,2022-02-01,NYC-PAR
"Finnair, Air Europa",NYC,PAR,980,1,280.53,2022-02-01,NYC-PAR
"TAP AIR PORTUGAL, Transavia France",NYC,PAR,770,1,287.01,2022-02-01,NYC-PAR
"Finnair, Iberia",NYC,PAR,820,1,291.6,2022-02-01,NYC-PAR
"Finnair, Air France",NYC,PAR,695,1,339.39,2022-02-01,NYC-PAR
United Airlines,NYC,PAR,545,1,366.66,2022-02-01,NYC-PAR
United Airlines,NYC,PAR,609,1,366.66,2022-02-01,NYC-PAR
United Airlines,NYC,PAR,623,1,366.66,2022-02-01,NYC-PAR
United Airlines,NYC,PAR,650,1,366.66,2022-02-01,NYC-PAR
United Airlines,NYC,PAR,660,1,366.66,2022-02-01,NYC-PAR
United Airlines,NYC,PAR,700,1,366.66,2022-02-01,NYC-PAR
United Airlines,NYC,PAR,715,1,366.66,2022-02-01,NYC-PAR
United Airlines,NYC,PAR,760,1,366.66,2022-02-01,NYC-PAR
United Airlines,NYC,PAR,761,1,366.66,2022-02-01,NYC-PAR
Delta,NYC,PAR,610,1,369.9,2022-02-01,NYC-PAR
Delta,NYC,PAR,660,1,369.9,2022-02-01,NYC-PAR
Delta,NYC,PAR,665,1,369.9,2022-02-01,NYC-PAR
Delta,NYC,PAR,685,1,369.9,2022-02-01,NYC-PAR
Delta,NYC,PAR,690,1,369.9,2022-02-01,NYC-PAR
Delta,NYC,PAR,700,1,369.9,2022-02-01,NYC-PAR
Delta,NYC,PAR,705,1,369.9,2022-02-01,NYC-PAR
Delta,NYC,PAR,706,1,369.9,2022-02-01,NYC-PAR
Delta,NYC,PAR,715,1,369.9,2022-02-01,NYC-PAR
Delta,NYC,PAR,730,1,369.9,2022-02-01,NYC-PAR
Delta,NYC,PAR,740,1,369.9,2022-02-01,NYC-PAR
Air Canada,NYC,PAR,724,1,370.98,2022-02-01,NYC-PAR
Virgin Atlantic,NYC,PAR,685,1,371.79,2022-02-01,NYC-PAR
Air Canada,NYC,PAR,605,1,373.41,2022-02-01,NYC-PAR
Air Canada,NYC,PAR,665,1,373.41,2022-02-01,NYC-PAR
American Airlines,NYC,PAR,655,1,379.35,2022-02-01,NYC-PAR
Iberia,NYC,PAR,655,1,380.97,2022-02-01,NYC-PAR
SWISS,NYC,PAR,585,1,382.86,2022-02-01,NYC-PAR
SWISS,NYC,PAR,640,1,382.86,2022-02-01,NYC-PAR
Lufthansa,NYC,PAR,660,1,383.94,2022-02-01,NYC-PAR
American Airlines,NYC,PAR,575,1,386.91,2022-02-01,NYC-PAR
American Airlines,NYC,PAR,605,1,386.91,2022-02-01,NYC-PAR
American Airlines,NYC,PAR,610,1,386.91,2022-02-01,NYC-PAR
American Airlines,NYC,PAR,620,1,386.91,2022-02-01,NYC-PAR
American Airlines,NYC,PAR,630,1,386.91,2022-02-01,NYC-PAR
American Airlines,NYC,PAR,640,1,386.91,2022-02-01,NYC-PAR
Air France,NYC,PAR,610,1,388.53,2022-02-01,NYC-PAR
British Airways,NYC,PAR,610,1,388.53,2022-02-01,NYC-PAR
Delta,NYC,PAR,615,1,389.34,2022-02-01,NYC-PAR
Delta,NYC,PAR,620,1,389.34,2022-02-01,NYC-PAR
Virgin Atlantic,NYC,PAR,590,1,391.5,2022-02-01,NYC-PAR
"Finnair, Iberia Express",NYC,PAR,1030,1,282.15,2022-02-01,NYC-PAR
"TAP AIR PORTUGAL, Air France",NYC,PAR,975,1,330.48,2022-02-01,NYC-PAR
United Airlines,NYC,PAR,815,1,366.66,2022-02-01,NYC-PAR
United Airlines,NYC,PAR,830,1,366.66,2022-02-01,NYC-PAR
United Airlines,NYC,PAR,865,1,366.66,2022-02-01,NYC-PAR
United Airlines,NYC,PAR,871,1,366.66,2022-02-01,NYC-PAR
United Airlines,NYC,PAR,880,1,366.66,2022-02-01,NYC-PAR
United Airlines,NYC,PAR,885,1,366.66,2022-02-01,NYC-PAR
United Airlines,NYC,PAR,1016,1,366.66,2022-02-01,NYC-PAR
Air Canada,NYC,PAR,950,1,367.74,2022-02-01,NYC-PAR
Air Canada,NYC,PAR,1085,1,367.74,2022-02-01,NYC-PAR
Air Canada,NYC,PAR,1205,1,367.74,2022-02-01,NYC-PAR
Air Canada,NYC,PAR,1215,1,367.74,2022-02-01,NYC-PAR
Delta,NYC,PAR,746,1,369.9,2022-02-01,NYC-PAR
Delta,NYC,PAR,755,1,369.9,2022-02-01,NYC-PAR
Delta,NYC,PAR,760,1,369.9,2022-02-01,NYC-PAR
Delta,NYC,PAR,765,1,369.9,2022-02-01,NYC-PAR
Delta,NYC,PAR,770,1,369.9,2022-02-01,NYC-PAR
Delta,NYC,PAR,775,1,369.9,2022-02-01,NYC-PAR
Delta,NYC,PAR,779,1,369.9,2022-02-01,NYC-PAR
Delta,NYC,PAR,780,1,369.9,2022-02-01,NYC-PAR
Delta,NYC,PAR,785,1,369.9,2022-02-01,NYC-PAR
Delta,NYC,PAR,790,1,369.9,2022-02-01,NYC-PAR
Lufthansa,NYC,PAR,425,0,365.31,2022-02-02,NYC-PAR
American Airlines,NYC,PAR,440,0,365.31,2022-02-02,NYC-PAR
Delta,NYC,PAR,440,0,365.31,2022-02-02,NYC-PAR
Air France,NYC,PAR,440,0,366.66,2022-02-02,NYC-PAR
Air France,NYC,PAR,430,0,372.06,2022-02-02,NYC-PAR
JetBlue,NYC,PAR,440,0,441.18,2022-02-02,NYC-PAR
SAS,NYC,PAR,660,1,355.05,2022-02-02,NYC-PAR
American Airlines,NYC,PAR,625,1,379.35,2022-02-02,NYC-PAR
SWISS,NYC,PAR,640,1,382.86,2022-02-02,NYC-PAR
American Airlines,NYC,PAR,590,1,386.91,2022-02-02,NYC-PAR
American Airlines,NYC,PAR,605,1,386.91,2022-02-02,NYC-PAR
American Airlines,NYC,PAR,610,1,386.91,2022-02-02,NYC-PAR
American Airlines,NYC,PAR,620,1,386.91,2022-02-02,NYC-PAR
American Airlines,NYC,PAR,630,1,386.91,2022-02-02,NYC-PAR
"Finnair, Air France",NYC,PAR,615,1,339.39,2022-02-02,NYC-PAR
United Airlines,NYC,PAR,609,1,366.66,2022-02-02,NYC-PAR
United Airlines,NYC,PAR,623,1,366.66,2022-02-02,NYC-PAR
Air Canada,NYC,PAR,545,1,367.74,2022-02-02,NYC-PAR
Air Canada,NYC,PAR,650,1,367.74,2022-02-02,NYC-PAR
Air Canada,NYC,PAR,660,1,367.74,2022-02-02,NYC-PAR
Delta,NYC,PAR,610,1,369.9,2022-02-02,NYC-PAR
Delta,NYC,PAR,651,1,369.9,2022-02-02,NYC-PAR
Delta,NYC,PAR,660,1,369.9,2022-02-02,NYC-PAR
Delta,NYC,PAR,665,1,369.9,2022-02-02,NYC-PAR
United Airlines,NYC,PAR,605,1,372.33,2022-02-02,NYC-PAR
Air Canada,NYC,PAR,665,1,373.41,2022-02-02,NYC-PAR
Iberia,NYC,PAR,625,1,380.97,2022-02-02,NYC-PAR
Iberia,NYC,PAR,655,1,380.97,2022-02-02,NYC-PAR
"Finnair, Iberia",NYC,PAR,655,1,380.97,2022-02-02,NYC-PAR
American Airlines,NYC,PAR,655,1,380.97,2022-02-02,NYC-PAR
SWISS,NYC,PAR,585,1,382.86,2022-02-02,NYC-PAR
Lufthansa,NYC,PAR,660,1,383.94,2022-02-02,NYC-PAR
American Airlines,NYC,PAR,670,1,386.91,2022-02-02,NYC-PAR
British Airways,NYC,PAR,630,1,388.53,2022-02-02,NYC-PAR
British Airways,NYC,PAR,670,1,388.53,2022-02-02,NYC-PAR
United Airlines,NYC,PAR,871,1,366.66,2022-02-02,NYC-PAR
United Airlines,NYC,PAR,880,1,366.66,2022-02-02,NYC-PAR
United Airlines,NYC,PAR,885,1,366.66,2022-02-02,NYC-PAR
United Airlines,NYC,PAR,970,1,366.66,2022-02-02,NYC-PAR
United Airlines,NYC,PAR,997,1,366.66,2022-02-02,NYC-PAR
United Airlines,NYC,PAR,1016,1,366.66,2022-02-02,NYC-PAR
Air Canada,NYC,PAR,724,1,367.74,2022-02-02,NYC-PAR
Air Canada,NYC,PAR,830,1,367.74,2022-02-02,NYC-PAR
Air Canada,NYC,PAR,950,1,367.74,2022-02-02,NYC-PAR
Air Canada,NYC,PAR,1085,1,367.74,2022-02-02,NYC-PAR
Delta,NYC,PAR,680,1,369.9,2022-02-02,NYC-PAR
Delta,NYC,PAR,685,1,369.9,2022-02-02,NYC-PAR
Delta,NYC,PAR,690,1,369.9,2022-02-02,NYC-PAR
Delta,NYC,PAR,700,1,369.9,2022-02-02,NYC-PAR
Delta,NYC,PAR,705,1,369.9,2022-02-02,NYC-PAR
Delta,NYC,PAR,706,1,369.9,2022-02-02,NYC-PAR
Delta,NYC,PAR,715,1,369.9,2022-02-02,NYC-PAR
Delta,NYC,PAR,730,1,369.9,2022-02-02,NYC-PAR
Delta,NYC,PAR,740,1,369.9,2022-02-02,NYC-PAR
Delta,NYC,PAR,746,1,369.9,2022-02-02,NYC-PAR
Delta,NYC,PAR,755,1,369.9,2022-02-02,NYC-PAR
Delta,NYC,PAR,760,1,369.9,2022-02-02,NYC-PAR
Delta,NYC,PAR,765,1,369.9,2022-02-02,NYC-PAR
Delta,NYC,PAR,770,1,369.9,2022-02-02,NYC-PAR
Delta,NYC,PAR,775,1,369.9,2022-02-02,NYC-PAR
Delta,NYC,PAR,779,1,369.9,2022-02-02,NYC-PAR
Delta,NYC,PAR,820,1,369.9,2022-02-02,NYC-PAR
Virgin Atlantic,NYC,PAR,685,1,371.79,2022-02-02,NYC-PAR
Virgin Atlantic,NYC,PAR,830,1,371.79,2022-02-02,NYC-PAR
Virgin Atlantic,NYC,PAR,1105,1,371.79,2022-02-02,NYC-PAR
Air Canada,NYC,PAR,735,1,373.41,2022-02-02,NYC-PAR
Air Canada,NYC,PAR,755,1,373.41,2022-02-02,NYC-PAR
Air Canada,NYC,PAR,820,1,373.41,2022-02-02,NYC-PAR
Air Canada,NYC,PAR,825,1,373.41,2022-02-02,NYC-PAR
Air Canada,NYC,PAR,880,1,373.41,2022-02-02,NYC-PAR
Air Canada,NYC,PAR,925,1,373.41,2022-02-02,NYC-PAR
Air Canada,NYC,PAR,995,1,373.41,2022-02-02,NYC-PAR
Air Canada,NYC,PAR,1050,1,373.41,2022-02-02,NYC-PAR
TAP AIR PORTUGAL,NYC,PAR,770,1,376.38,2022-02-02,NYC-PAR
TAP AIR PORTUGAL,NYC,PAR,885,1,376.38,2022-02-02,NYC-PAR
TAP AIR PORTUGAL,NYC,PAR,945,1,376.38,2022-02-02,NYC-PAR
TAP AIR PORTUGAL,NYC,PAR,1025,1,376.38,2022-02-02,NYC-PAR
TAP AIR PORTUGAL,NYC,PAR,1060,1,377.19,2022-02-02,NYC-PAR
KLM,NYC,PAR,780,1,378.27,2022-02-02,NYC-PAR
Iberia,NYC,PAR,720,1,380.97,2022-02-02,NYC-PAR
American Airlines,NYC,PAR,720,1,380.97,2022-02-02,NYC-PAR
Iberia,NYC,PAR,750,1,380.97,2022-02-02,NYC-PAR
American Airlines,NYC,PAR,750,1,380.97,2022-02-02,NYC-PAR
Iberia,NYC,PAR,820,1,380.97,2022-02-02,NYC-PAR
"Finnair, Iberia",NYC,PAR,820,1,380.97,2022-02-02,NYC-PAR
American Airlines,NYC,PAR,820,1,380.97,2022-02-02,NYC-PAR
Iberia,NYC,PAR,885,1,380.97,2022-02-02,NYC-PAR
American Airlines,NYC,PAR,885,1,380.97,2022-02-02,NYC-PAR
Iberia,NYC,PAR,945,1,380.97,2022-02-02,NYC-PAR
Iberia,NYC,PAR,950,1,380.97,2022-02-02,NYC-PAR
Iberia,NYC,PAR,1010,1,380.97,2022-02-02,NYC-PAR
Iberia,NYC,PAR,1030,1,380.97,2022-02-02,NYC-PAR
SWISS,NYC,PAR,805,1,382.86,2022-02-02,NYC-PAR
SWISS,NYC,PAR,840,1,382.86,2022-02-02,NYC-PAR
SWISS,NYC,PAR,895,1,382.86,2022-02-02,NYC-PAR
SWISS,NYC,PAR,910,1,382.86,2022-02-02,NYC-PAR
SWISS,NYC,PAR,965,1,382.86,2022-02-02,NYC-PAR
Lufthansa,NYC,PAR,735,1,383.94,2022-02-02,NYC-PAR
United Airlines,NYC,PAR,775,1,384.21,2022-02-02,NYC-PAR
Lufthansa,NYC,PAR,870,1,385.29,2022-02-02,NYC-PAR
Lufthansa,NYC,PAR,935,1,385.29,2022-02-02,NYC-PAR
Lufthansa,NYC,PAR,985,1,385.56,2022-02-02,NYC-PAR
American Airlines,NYC,PAR,680,1,386.91,2022-02-02,NYC-PAR
American Airlines,NYC,PAR,710,1,386.91,2022-02-02,NYC-PAR
British Airways,NYC,PAR,680,1,388.53,2022-02-02,NYC-PAR
British Airways,NYC,PAR,710,1,388.53,2022-02-02,NYC-PAR
British Airways,NYC,PAR,730,1,388.53,2022-02-02,NYC-PAR
American Airlines,NYC,PAR,730,1,388.53,2022-02-02,NYC-PAR
British Airways,NYC,PAR,750,1,388.53,2022-02-02,NYC-PAR
American Airlines,NYC,PAR,760,1,388.53,2022-02-02,NYC-PAR
American Airlines,NYC,PAR,775,1,388.53,2022-02-02,NYC-PAR
Delta,NYC,PAR,610,1,389.34,2022-02-02,NYC-PAR
Delta,NYC,PAR,615,1,389.34,2022-02-02,NYC-PAR
Delta,NYC,PAR,620,1,389.34,2022-02-02,NYC-PAR
Delta,NYC,PAR,670,1,389.34,2022-02-02,NYC-PAR
Delta,NYC,PAR,705,1,389.34,2022-02-02,NYC-PAR
Delta,NYC,PAR,730,1,389.34,2022-02-02,NYC-PAR
Delta,NYC,PAR,785,1,389.34,2022-02-02,NYC-PAR
Delta,NYC,PAR,825,1,389.34,2022-02-02,NYC-PAR
Delta,NYC,PAR,860,1,389.34,2022-02-02,NYC-PAR
Delta,NYC,PAR,880,1,389.34,2022-02-02,NYC-PAR
Air France,NYC,PAR,705,1,389.88,2022-02-02,NYC-PAR
KLM,NYC,PAR,620,1,390.96,2022-02-02,NYC-PAR
KLM,NYC,PAR,670,1,390.96,2022-02-02,NYC-PAR
Virgin Atlantic,NYC,PAR,590,1,391.5,2022-02-02,NYC-PAR
Virgin Atlantic,NYC,PAR,624,1,391.5,2022-02-02,NYC-PAR
Virgin Atlantic,NYC,PAR,769,1,391.5,2022-02-02,NYC-PAR
Virgin Atlantic,NYC,PAR,785,1,391.5,2022-02-02,NYC-PAR
Virgin Atlantic,NYC,PAR,955,1,391.5,2022-02-02,NYC-PAR
Virgin Atlantic,NYC,PAR,964,1,391.5,2022-02-02,NYC-PAR
Delta,NYC,PAR,795,1,392.85,2022-02-02,NYC-PAR
Air France,NYC,PAR,710,1,394.2,2022-02-02,NYC-PAR
Air France,NYC,PAR,725,1,394.2,2022-02-02,NYC-PAR
"American Airlines, Finnair",NYC,PAR,855,1,395.55,2022-02-02,NYC-PAR
Austrian Airlines,NYC,PAR,910,1,395.55,2022-02-02,NYC-PAR
Lufthansa,NYC,PAR,605,1,402.57,2022-02-02,NYC-PAR
Lufthansa,NYC,PAR,610,1,402.57,2022-02-02,NYC-PAR
Lufthansa,NYC,PAR,750,1,402.57,2022-02-02,NYC-PAR
Lufthansa,NYC,PAR,795,1,402.57,2022-02-02,NYC-PAR
British Airways,NYC,PAR,770,1,403.65,2022-02-02,NYC-PAR
"American Airlines, Finnair",NYC,PAR,770,1,403.65,2022-02-02,NYC-PAR
"American Airlines, Finnair",NYC,PAR,800,1,403.65,2022-02-02,NYC-PAR
"American Airlines, Finnair",NYC,PAR,810,1,403.65,2022-02-02,NYC-PAR
"American Airlines, Finnair",NYC,PAR,840,1,403.65,2022-02-02,NYC-PAR
"American Airlines, Finnair",NYC,PAR,870,1,403.65,2022-02-02,NYC-PAR
British Airways,NYC,PAR,775,1,404.19,2022-02-02,NYC-PAR
British Airways,NYC,PAR,790,1,404.19,2022-02-02,NYC-PAR
British Airways,NYC,PAR,805,1,404.19,2022-02-02,NYC-PAR
KLM,NYC,PAR,785,1,409.05,2022-02-02,NYC-PAR
KLM,NYC,PAR,825,1,409.05,2022-02-02,NYC-PAR
Finnair,NYC,PAR,740,1,414.99,2022-02-02,NYC-PAR
Air Canada,NYC,PAR,1205,1,367.74,2022-02-02,NYC-PAR
Air Canada,NYC,PAR,1215,1,367.74,2022-02-02,NYC-PAR
Air Canada,NYC,PAR,1150,1,373.41,2022-02-02,NYC-PAR
TAP AIR PORTUGAL,NYC,PAR,1140,1,377.19,2022-02-02,NYC-PAR
Iberia,NYC,PAR,1145,1,380.97,2022-02-02,NYC-PAR
Iberia,NYC,PAR,1205,1,380.97,2022-02-02,NYC-PAR
SWISS,NYC,PAR,1060,1,382.86,2022-02-02,NYC-PAR
SWISS,NYC,PAR,1080,1,382.86,2022-02-02,NYC-PAR
SWISS,NYC,PAR,1130,1,382.86,2022-02-02,NYC-PAR
SWISS,NYC,PAR,1135,1,382.86,2022-02-02,NYC-PAR
Lufthansa,NYC,PAR,1025,1,385.29,2022-02-02,NYC-PAR
Lufthansa,NYC,PAR,1225,1,385.29,2022-02-02,NYC-PAR
Lufthansa,NYC,PAR,1070,1,385.56,2022-02-02,NYC-PAR
Lufthansa,NYC,PAR,1105,1,385.56,2022-02-02,NYC-PAR
Lufthansa,NYC,PAR,1185,1,385.56,2022-02-02,NYC-PAR
Lufthansa,NYC,PAR,1210,1,385.56,2022-02-02,NYC-PAR
Iberia,NYC,PAR,1010,1,386.37,2022-02-02,NYC-PAR
American Airlines,NYC,PAR,1255,1,388.53,2022-02-02,NYC-PAR
Virgin Atlantic,NYC,PAR,1025,1,391.5,2022-02-02,NYC-PAR
Virgin Atlantic,NYC,PAR,1085,1,391.5,2022-02-02,NYC-PAR
Virgin Atlantic,NYC,PAR,1134,1,391.5,2022-02-02,NYC-PAR
Virgin Atlantic,NYC,PAR,1195,1,391.5,2022-02-02,NYC-PAR
Austrian Airlines,NYC,PAR,1035,1,395.55,2022-02-02,NYC-PAR
Austrian Airlines,NYC,PAR,1175,1,395.55,2022-02-02,NYC-PAR
Iberia,NYC,PAR,1095,1,397.98,2022-02-02,NYC-PAR
Iberia,NYC,PAR,1210,1,397.98,2022-02-02,NYC-PAR
SAS,NYC,PAR,1175,1,400.95,2022-02-02,NYC-PAR
"American Airlines, Finnair",NYC,PAR,885,1,403.65,2022-02-02,NYC-PAR
"American Airlines, Finnair",NYC,PAR,890,1,403.65,2022-02-02,NYC-PAR
"American Airlines, Finnair",NYC,PAR,910,1,403.65,2022-02-02,NYC-PAR
British Airways,NYC,PAR,970,1,404.19,2022-02-02,NYC-PAR
British Airways,NYC,PAR,1010,1,404.19,2022-02-02,NYC-PAR
Lufthansa,NYC,PAR,935,1,404.73,2022-02-02,NYC-PAR
Lufthansa,NYC,PAR,1045,1,404.73,2022-02-02,NYC-PAR
Lufthansa,NYC,PAR,1105,1,404.73,2022-02-02,NYC-PAR
KLM,NYC,PAR,880,1,409.05,2022-02-02,NYC-PAR
KLM,NYC,PAR,955,1,409.05,2022-02-02,NYC-PAR
KLM,NYC,PAR,1020,1,409.05,2022-02-02,NYC-PAR
Virgin Atlantic,NYC,PAR,985,1,409.59,2022-02-02,NYC-PAR
Finnair,NYC,PAR,995,1,414.99,2022-02-02,NYC-PAR
Icelandair,NYC,PAR,630,1,442.8,2022-02-02,NYC-PAR
Icelandair,NYC,PAR,635,1,442.8,2022-02-02,NYC-PAR
Royal Air Maroc,NYC,PAR,795,1,446.31,2022-02-02,NYC-PAR
Royal Air Maroc,NYC,PAR,890,1,446.31,2022-02-02,NYC-PAR
Royal Air Maroc,NYC,PAR,910,1,446.31,2022-02-02,NYC-PAR
Royal Air Maroc,NYC,PAR,1170,1,446.31,2022-02-02,NYC-PAR
Air France,NYC,PAR,680,1,447.93,2022-02-02,NYC-PAR
SAS,NYC,PAR,1135,1,451.44,2022-02-02,NYC-PAR
Aeroflot,NYC,PAR,1020,1,451.98,2022-02-02,NYC-PAR
Air France,NYC,PAR,895,1,453.87,2022-02-02,NYC-PAR
SWISS,NYC,PAR,1030,1,458.73,2022-02-02,NYC-PAR
SWISS,NYC,PAR,1100,1,458.73,2022-02-02,NYC-PAR
Lufthansa,NYC,PAR,670,1,461.43,2022-02-02,NYC-PAR
Lufthansa,NYC,PAR,1235,1,464.13,2022-02-02,NYC-PAR
Air France,NYC,PAR,624,1,464.4,2022-02-02,NYC-PAR
Air France,NYC,PAR,685,1,464.4,2022-02-02,NYC-PAR
SWISS,NYC,PAR,695,1,467.91,2022-02-02,NYC-PAR
SWISS,NYC,PAR,625,1,468.72,2022-02-02,NYC-PAR
SWISS,NYC,PAR,810,1,468.72,2022-02-02,NYC-PAR
Aer Lingus,NYC,PAR,1240,1,473.85,2022-02-02,NYC-PAR
Aer Lingus,NYC,PAR,595,1,481.41,2022-02-02,NYC-PAR
Aer Lingus,NYC,PAR,800,1,489.24,2022-02-02,NYC-PAR
Air France,NYC,PAR,769,1,513.81,2022-02-02,NYC-PAR
Air France,NYC,PAR,635,1,548.1,2022-02-02,NYC-PAR
Turkish Airlines,NYC,PAR,900,1,569.97,2022-02-02,NYC-PAR
"TAP AIR PORTUGAL, Iberia Express",NYC,PAR,970,2,224.64,2022-02-02,NYC-PAR
"TAP AIR PORTUGAL, Iberia Express",NYC,PAR,1030,2,224.64,2022-02-02,NYC-PAR
"TAP AIR PORTUGAL, Air Europa",NYC,PAR,920,2,225.72,2022-02-02,NYC-PAR
"TAP AIR PORTUGAL, Vueling",NYC,PAR,1115,2,250.56,2022-02-02,NYC-PAR
Multiple Airlines,NYC,PAR,1115,2,266.76,2022-02-02,NYC-PAR
"TAP AIR PORTUGAL, Vueling",NYC,PAR,830,2,268.92,2022-02-02,NYC-PAR
"TAP AIR PORTUGAL, Vueling",NYC,PAR,945,2,268.92,2022-02-02,NYC-PAR
United Airlines,NYC,PAR,715,1,366.66,2022-02-02,NYC-PAR
United Airlines,NYC,PAR,775,1,366.66,2022-02-02,NYC-PAR
United Airlines,NYC,PAR,805,1,366.66,2022-02-02,NYC-PAR
United Airlines,NYC,PAR,835,2,366.66,2022-02-02,NYC-PAR
United Airlines,NYC,PAR,835,1,366.66,2022-02-02,NYC-PAR
United Airlines,NYC,PAR,882,2,366.66,2022-02-02,NYC-PAR
United Airlines,NYC,PAR,895,2,366.66,2022-02-02,NYC-PAR
United Airlines,NYC,PAR,895,1,366.66,2022-02-02,NYC-PAR
United Airlines,NYC,PAR,925,1,366.66,2022-02-02,NYC-PAR
United Airlines,NYC,PAR,955,1,366.66,2022-02-02,NYC-PAR
United Airlines,NYC,PAR,955,2,366.66,2022-02-02,NYC-PAR
United Airlines,NYC,PAR,980,2,366.66,2022-02-02,NYC-PAR
United Airlines,NYC,PAR,1015,2,366.66,2022-02-02,NYC-PAR
United Airlines,NYC,PAR,1075,1,366.66,2022-02-02,NYC-PAR
United Airlines,NYC,PAR,1126,2,366.66,2022-02-02,NYC-PAR
United Airlines,NYC,PAR,1245,2,366.66,2022-02-02,NYC-PAR
Multiple Airlines,NYC,PAR,915,2,369.9,2022-02-02,NYC-PAR
United Airlines,NYC,PAR,789,2,372.33,2022-02-02,NYC-PAR
United Airlines,NYC,PAR,803,2,372.33,2022-02-02,NYC-PAR
United Airlines,NYC,PAR,835,2,372.33,2022-02-02,NYC-PAR
United Airlines,NYC,PAR,894,2,372.33,2022-02-02,NYC-PAR
United Airlines,NYC,PAR,895,2,372.33,2022-02-02,NYC-PAR
United Airlines,NYC,PAR,926,2,372.33,2022-02-02,NYC-PAR
United Airlines,NYC,PAR,985,2,372.33,2022-02-02,NYC-PAR
United Airlines,NYC,PAR,1018,2,372.33,2022-02-02,NYC-PAR
American Airlines,NYC,PAR,835,2,380.97,2022-02-02,NYC-PAR
American Airlines,NYC,PAR,895,2,380.97,2022-02-02,NYC-PAR
American Airlines,NYC,PAR,955,2,380.97,2022-02-02,NYC-PAR
American Airlines,NYC,PAR,1000,2,380.97,2022-02-02,NYC-PAR
American Airlines,NYC,PAR,1015,2,380.97,2022-02-02,NYC-PAR
American Airlines,NYC,PAR,1060,2,380.97,2022-02-02,NYC-PAR
American Airlines,NYC,PAR,1075,2,380.97,2022-02-02,NYC-PAR
American Airlines,NYC,PAR,1120,2,380.97,2022-02-02,NYC-PAR
American Airlines,NYC,PAR,1135,2,380.97,2022-02-02,NYC-PAR
American Airlines,NYC,PAR,1180,2,380.97,2022-02-02,NYC-PAR
American Airlines,NYC,PAR,1240,2,380.97,2022-02-02,NYC-PAR
American Airlines,NYC,PAR,1035,2,387.18,2022-02-02,NYC-PAR
American Airlines,NYC,PAR,1114,2,387.18,2022-02-02,NYC-PAR
American Airlines,NYC,PAR,1115,2,387.18,2022-02-02,NYC-PAR
American Airlines,NYC,PAR,1145,2,387.18,2022-02-02,NYC-PAR
American Airlines,NYC,PAR,1182,2,387.18,2022-02-02,NYC-PAR
American Airlines,NYC,PAR,1194,2,387.18,2022-02-02,NYC-PAR
American Airlines,NYC,PAR,1204,2,387.18,2022-02-02,NYC-PAR
American Airlines,NYC,PAR,1262,2,387.18,2022-02-02,NYC-PAR
American Airlines,NYC,PAR,780,2,388.53,2022-02-02,NYC-PAR
American Airlines,NYC,PAR,1140,2,388.53,2022-02-02,NYC-PAR
American Airlines,NYC,PAR,1200,2,388.53,2022-02-02,NYC-PAR
Multiple Airlines,NYC,PAR,1190,2,390.69,2022-02-02,NYC-PAR
American Airlines,NYC,PAR,1156,2,390.96,2022-02-02,NYC-PAR
American Airlines,NYC,PAR,1164,2,390.96,2022-02-02,NYC-PAR
Air Canada,NYC,PAR,810,2,402.84,2022-02-02,NYC-PAR
Air Canada,NYC,PAR,855,2,402.84,2022-02-02,NYC-PAR
Air Canada,NYC,PAR,900,2,402.84,2022-02-02,NYC-PAR
SWISS,NYC,PAR,725,2,410.4,2022-02-02,NYC-PAR
SWISS,NYC,PAR,980,2,410.4,2022-02-02,NYC-PAR
SWISS,NYC,PAR,1050,2,410.4,2022-02-02,NYC-PAR
SWISS,NYC,PAR,1220,2,410.4,2022-02-02,NYC-PAR
Austrian Airlines,NYC,PAR,910,2,490.05,2022-02-02,NYC-PAR
Austrian Airlines,NYC,PAR,1035,2,490.05,2022-02-02,NYC-PAR
Austrian Airlines,NYC,PAR,860,2,494.64,2022-02-02,NYC-PAR
Austrian Airlines,NYC,PAR,985,2,494.64,2022-02-02,NYC-PAR
Austrian Airlines,NYC,PAR,1110,2,494.64,2022-02-02,NYC-PAR
Austrian Airlines,NYC,PAR,1125,2,494.64,2022-02-02,NYC-PAR
Austrian Airlines,NYC,PAR,1170,2,494.64,2022-02-02,NYC-PAR
British Airways,NYC,PAR,1165,1,545.13,2022-02-02,NYC-PAR
"Virgin Atlantic, British Airways",NYC,PAR,1150,1,551.07,2022-02-02,NYC-PAR
