Airline,Source,Destination,Duration,Total stops,Price,Date,Market
KLM,PAR,RUH,870,1,651.24,2022-04-27,PAR-RUH
"Air France, KLM",PAR,RUH,560,1,666.36,2022-04-27,PAR-RUH
"Air France, KLM",PAR,RUH,600,1,666.36,2022-04-27,PAR-RUH
"Air France, KLM",PAR,RUH,685,1,666.36,2022-04-27,PAR-RUH
"Air France, KLM",PAR,RUH,730,1,666.36,2022-04-27,PAR-RUH
"Air France, KLM",PAR,RUH,780,1,666.36,2022-04-27,PAR-RUH
MEA,PAR,RUH,550,1,702.54,2022-04-27,PAR-RUH
Emirates,PAR,RUH,1165,1,619.92,2022-04-27,PAR-RUH
Emirates,PAR,RUH,1180,1,619.92,2022-04-27,PAR-RUH
SAUDIA,PAR,RUH,1005,1,631.53,2022-04-27,PAR-RUH
SAUDIA,PAR,RUH,1065,1,631.53,2022-04-27,PAR-RUH
SAUDIA,PAR,RUH,1130,1,631.53,2022-04-27,PAR-RUH
Air France,PAR,RUH,1525,1,654.21,2022-04-27,PAR-RUH
"Air France, KLM",PAR,RUH,800,1,666.36,2022-04-27,PAR-RUH
"Air France, KLM",PAR,RUH,870,1,666.36,2022-04-27,PAR-RUH
MEA,PAR,RUH,605,1,702.54,2022-04-27,PAR-RUH
MEA,PAR,RUH,1210,1,758.16,2022-04-27,PAR-RUH
"Air France, Etihad Airways",PAR,RUH,625,1,862.65,2022-04-27,PAR-RUH
"Air France, Etihad Airways",PAR,RUH,945,1,862.65,2022-04-27,PAR-RUH
"Ryanair, Pegasus Airlines",PAR,RUH,1075,2,327.51,2022-04-27,PAR-RUH
"easyJet, Pegasus Airlines",PAR,RUH,1115,2,330.75,2022-04-27,PAR-RUH
"easyJet, Pegasus Airlines",PAR,RUH,1195,2,330.75,2022-04-27,PAR-RUH
"Ryanair, Pegasus Airlines",PAR,RUH,790,2,333.99,2022-04-27,PAR-RUH
"easyJet, Pegasus Airlines",PAR,RUH,985,2,333.99,2022-04-27,PAR-RUH
"Transavia France, Pegasus Airlines",PAR,RUH,1020,2,340.47,2022-04-27,PAR-RUH
"Ryanair, Pegasus Airlines",PAR,RUH,1095,2,340.47,2022-04-27,PAR-RUH
"easyJet, Pegasus Airlines",PAR,RUH,1210,2,356.94,2022-04-27,PAR-RUH
"Air Europa, Pegasus Airlines",PAR,RUH,1025,2,357.21,2022-04-27,PAR-RUH
"easyJet, Pegasus Airlines",PAR,RUH,1045,2,359.64,2022-04-27,PAR-RUH
"easyJet, Pegasus Airlines",PAR,RUH,1200,2,364.23,2022-04-27,PAR-RUH
"Lufthansa, Pegasus Airlines",PAR,RUH,765,2,393.39,2022-04-27,PAR-RUH
"Lufthansa, Pegasus Airlines",PAR,RUH,950,2,393.39,2022-04-27,PAR-RUH
"Lufthansa, Pegasus Airlines",PAR,RUH,995,2,393.39,2022-04-27,PAR-RUH
"Air France, Pegasus Airlines",PAR,RUH,865,2,395.28,2022-04-27,PAR-RUH
"Turkish Airlines, Pegasus Airlines",PAR,RUH,775,1,426.6,2022-04-27,PAR-RUH
"Turkish Airlines, Pegasus Airlines",PAR,RUH,965,1,426.6,2022-04-27,PAR-RUH
"Transavia France, Royal Jordanian",PAR,RUH,895,2,468.45,2022-04-27,PAR-RUH
"Transavia France, Etihad Airways",PAR,RUH,880,2,474.39,2022-04-27,PAR-RUH
Lufthansa,PAR,RUH,730,2,487.35,2022-04-27,PAR-RUH
"AnadoluJet, Turkish Airlines",PAR,RUH,940,1,509.22,2022-04-27,PAR-RUH
"Transavia France, Qatar Airways",PAR,RUH,925,2,515.97,2022-04-27,PAR-RUH
"Tunisair, Qatar Airways",PAR,RUH,780,2,543.24,2022-04-27,PAR-RUH
"Transavia France, Emirates",PAR,RUH,910,2,556.2,2022-04-27,PAR-RUH
SAUDIA,PAR,RUH,1035,2,638.28,2022-04-27,PAR-RUH
SAUDIA,PAR,RUH,1040,2,638.28,2022-04-27,PAR-RUH
SAUDIA,PAR,RUH,1040,2,650.16,2022-04-27,PAR-RUH
SAUDIA,PAR,RUH,1160,2,638.28,2022-04-27,PAR-RUH
"Air France, Etihad Airways",PAR,RUH,980,1,862.65,2022-04-27,PAR-RUH
"Air France, Etihad Airways",PAR,RUH,1380,1,867.24,2022-04-27,PAR-RUH
"British Airways, SAUDIA",PAR,RUH,610,1,926.64,2022-04-27,PAR-RUH
"British Airways, SAUDIA",PAR,RUH,750,1,927.45,2022-04-27,PAR-RUH
"British Airways, SAUDIA",PAR,RUH,875,1,927.45,2022-04-27,PAR-RUH
"Air France, SAUDIA",PAR,RUH,555,1,1017.36,2022-04-27,PAR-RUH
AnadoluJet,PAR,RUH,720,1,1338.39,2022-04-27,PAR-RUH
"Lufthansa, Emirates",PAR,RUH,1120,3,1008.45,2022-04-27,PAR-RUH
"Air France, Qatar Airways",PAR,RUH,975,2,1051.92,2022-04-27,PAR-RUH
"Air France, Qatar Airways",PAR,RUH,1110,2,1051.92,2022-04-27,PAR-RUH
"Turkish Airlines, AnadoluJet",PAR,RUH,805,1,1475.01,2022-04-27,PAR-RUH
"Turkish Airlines, AnadoluJet",PAR,RUH,995,1,1475.01,2022-04-27,PAR-RUH
"Lufthansa, Egypt Air",PAR,RUH,885,2,1485.27,2022-04-27,PAR-RUH
"Lufthansa, Egypt Air",PAR,RUH,930,2,1485.27,2022-04-27,PAR-RUH
"Lufthansa, Egypt Air",PAR,RUH,735,2,1510.92,2022-04-27,PAR-RUH
"Lufthansa, Egypt Air",PAR,RUH,830,2,1510.92,2022-04-27,PAR-RUH
"Lufthansa, Egypt Air",PAR,RUH,930,2,1511.46,2022-04-27,PAR-RUH
"Air France, SAUDIA",PAR,RUH,560,1,1746.36,2022-04-27,PAR-RUH
"Austrian Airlines, Lufthansa",PAR,RUH,720,2,2654.1,2022-04-27,PAR-RUH
"LOT, Lufthansa",PAR,RUH,710,2,2844.18,2022-04-27,PAR-RUH
"Emirates, flydubai",PAR,RUH,800,1,885.87,2022-04-27,PAR-RUH
"Lufthansa, Egypt Air",PAR,RUH,830,2,1773.63,2022-04-27,PAR-RUH
"Lufthansa, Egypt Air",PAR,RUH,950,2,1848.15,2022-04-27,PAR-RUH
"Egypt Air, Etihad Airways",PAR,RUH,970,2,3571.56,2022-04-27,PAR-RUH
Aegean Airlines,PAR,RUH,500,1,318.87,2022-04-28,PAR-RUH
SAUDIA,PAR,RUH,370,0,627.75,2022-04-28,PAR-RUH
Aegean Airlines,PAR,RUH,500,1,288.63,2022-04-28,PAR-RUH
Aegean Airlines,PAR,RUH,780,1,288.63,2022-04-28,PAR-RUH
Pegasus Airlines,PAR,RUH,590,1,318.87,2022-04-28,PAR-RUH
Pegasus Airlines,PAR,RUH,770,1,272.7,2022-04-28,PAR-RUH
Royal Jordanian,PAR,RUH,575,1,391.77,2022-04-28,PAR-RUH
Lufthansa,PAR,RUH,500,1,416.34,2022-04-28,PAR-RUH
Lufthansa,PAR,RUH,570,1,416.34,2022-04-28,PAR-RUH
Lufthansa,PAR,RUH,670,1,416.34,2022-04-28,PAR-RUH
Turkish Airlines,PAR,RUH,515,1,486.0,2022-04-28,PAR-RUH
"AnadoluJet, Pegasus Airlines",PAR,RUH,880,1,403.38,2022-04-28,PAR-RUH
Lufthansa,PAR,RUH,765,1,416.34,2022-04-28,PAR-RUH
Turkish Airlines,PAR,RUH,545,1,486.0,2022-04-28,PAR-RUH
Turkish Airlines,PAR,RUH,625,1,486.0,2022-04-28,PAR-RUH
Turkish Airlines,PAR,RUH,715,1,486.0,2022-04-28,PAR-RUH
Turkish Airlines,PAR,RUH,735,1,486.0,2022-04-28,PAR-RUH
Turkish Airlines,PAR,RUH,835,1,486.0,2022-04-28,PAR-RUH
Turkish Airlines,PAR,RUH,925,1,486.0,2022-04-28,PAR-RUH
Egypt Air,PAR,RUH,605,1,529.74,2022-04-28,PAR-RUH
British Airways,PAR,RUH,575,1,544.59,2022-04-28,PAR-RUH
British Airways,PAR,RUH,675,1,544.59,2022-04-28,PAR-RUH
Etihad Airways,PAR,RUH,615,1,547.83,2022-04-28,PAR-RUH
Etihad Airways,PAR,RUH,625,1,547.83,2022-04-28,PAR-RUH
Gulf Air,PAR,RUH,575,1,557.01,2022-04-28,PAR-RUH
Turkish Airlines,PAR,RUH,1025,1,486.0,2022-04-28,PAR-RUH
"Transavia France, SAUDIA",PAR,RUH,735,1,500.04,2022-04-28,PAR-RUH
Egypt Air,PAR,RUH,1140,1,530.82,2022-04-28,PAR-RUH
British Airways,PAR,RUH,770,1,544.59,2022-04-28,PAR-RUH
British Airways,PAR,RUH,865,1,544.59,2022-04-28,PAR-RUH
"Transavia France, MEA",PAR,RUH,605,1,556.74,2022-04-28,PAR-RUH
Gulf Air,PAR,RUH,1020,1,557.01,2022-04-28,PAR-RUH
"easyJet, SAUDIA",PAR,RUH,815,1,574.83,2022-04-28,PAR-RUH
Oman Air,PAR,RUH,805,1,577.26,2022-04-28,PAR-RUH
"MEA, SAUDIA",PAR,RUH,580,1,579.42,2022-04-28,PAR-RUH
Qatar Airways,PAR,RUH,575,1,619.65,2022-04-28,PAR-RUH
Qatar Airways,PAR,RUH,915,1,619.65,2022-04-28,PAR-RUH
Qatar Airways,PAR,RUH,1005,1,619.65,2022-04-28,PAR-RUH
Emirates,PAR,RUH,590,1,619.92,2022-04-28,PAR-RUH
Emirates,PAR,RUH,800,1,619.92,2022-04-28,PAR-RUH
Emirates,PAR,RUH,840,1,619.92,2022-04-28,PAR-RUH
Emirates,PAR,RUH,915,1,619.92,2022-04-28,PAR-RUH
Emirates,PAR,RUH,975,1,619.92,2022-04-28,PAR-RUH
Etihad Airways,PAR,RUH,945,1,627.21,2022-04-28,PAR-RUH
Etihad Airways,PAR,RUH,980,1,627.21,2022-04-28,PAR-RUH
SAUDIA,PAR,RUH,655,1,631.53,2022-04-28,PAR-RUH
SAUDIA,PAR,RUH,825,1,631.53,2022-04-28,PAR-RUH
SAUDIA,PAR,RUH,885,1,631.53,2022-04-28,PAR-RUH
SAUDIA,PAR,RUH,950,1,631.53,2022-04-28,PAR-RUH
SAUDIA,PAR,RUH,1005,1,631.53,2022-04-28,PAR-RUH
SAUDIA,PAR,RUH,1065,1,631.53,2022-04-28,PAR-RUH
KLM,PAR,RUH,560,1,651.24,2022-04-28,PAR-RUH
KLM,PAR,RUH,600,1,651.24,2022-04-28,PAR-RUH
KLM,PAR,RUH,685,1,651.24,2022-04-28,PAR-RUH
KLM,PAR,RUH,730,1,651.24,2022-04-28,PAR-RUH
KLM,PAR,RUH,780,1,651.24,2022-04-28,PAR-RUH
KLM,PAR,RUH,800,1,651.24,2022-04-28,PAR-RUH
KLM,PAR,RUH,870,1,651.24,2022-04-28,PAR-RUH
Air France,PAR,RUH,560,1,651.51,2022-04-28,PAR-RUH
Air France,PAR,RUH,600,1,651.51,2022-04-28,PAR-RUH
Air France,PAR,RUH,685,1,651.51,2022-04-28,PAR-RUH
Air France,PAR,RUH,730,1,651.51,2022-04-28,PAR-RUH
Air France,PAR,RUH,780,1,651.51,2022-04-28,PAR-RUH
Air France,PAR,RUH,800,1,651.51,2022-04-28,PAR-RUH
Air France,PAR,RUH,870,1,651.51,2022-04-28,PAR-RUH
"Air France, KLM",PAR,RUH,560,1,666.36,2022-04-28,PAR-RUH
"Air France, KLM",PAR,RUH,600,1,666.36,2022-04-28,PAR-RUH
"Air France, KLM",PAR,RUH,685,1,666.36,2022-04-28,PAR-RUH
"Air France, KLM",PAR,RUH,730,1,666.36,2022-04-28,PAR-RUH
"Air France, KLM",PAR,RUH,780,1,666.36,2022-04-28,PAR-RUH
"Air France, KLM",PAR,RUH,800,1,666.36,2022-04-28,PAR-RUH
"Air France, KLM",PAR,RUH,870,1,666.36,2022-04-28,PAR-RUH
"Lufthansa, SAUDIA",PAR,RUH,660,1,698.76,2022-04-28,PAR-RUH
MEA,PAR,RUH,550,1,702.54,2022-04-28,PAR-RUH
MEA,PAR,RUH,605,1,702.54,2022-04-28,PAR-RUH
"Air France, MEA",PAR,RUH,550,1,751.95,2022-04-28,PAR-RUH
"Ryanair, Pegasus Airlines",PAR,RUH,1120,2,276.75,2022-04-28,PAR-RUH
"Ryanair, Aegean Airlines",PAR,RUH,985,2,311.04,2022-04-28,PAR-RUH
"Ryanair, Pegasus Airlines",PAR,RUH,1095,2,341.01,2022-04-28,PAR-RUH
"easyJet, Pegasus Airlines",PAR,RUH,1000,2,346.14,2022-04-28,PAR-RUH
"easyJet, Pegasus Airlines",PAR,RUH,1150,2,348.84,2022-04-28,PAR-RUH
"Air France, Pegasus Airlines",PAR,RUH,865,2,352.08,2022-04-28,PAR-RUH
"Air France, Pegasus Airlines",PAR,RUH,1070,2,352.08,2022-04-28,PAR-RUH
"Air France, Pegasus Airlines",PAR,RUH,1200,2,352.08,2022-04-28,PAR-RUH
"Ryanair, Pegasus Airlines",PAR,RUH,1075,2,353.97,2022-04-28,PAR-RUH
"easyJet, Pegasus Airlines",PAR,RUH,1200,2,359.1,2022-04-28,PAR-RUH
"easyJet, Pegasus Airlines",PAR,RUH,1045,2,359.64,2022-04-28,PAR-RUH
"easyJet, Pegasus Airlines",PAR,RUH,1210,2,359.64,2022-04-28,PAR-RUH
"Austrian Airlines, Pegasus Airlines",PAR,RUH,1030,2,382.59,2022-04-28,PAR-RUH
"Air France, Pegasus Airlines",PAR,RUH,870,2,400.41,2022-04-28,PAR-RUH
"Turkish Airlines, Pegasus Airlines",PAR,RUH,775,1,427.95,2022-04-28,PAR-RUH
"Turkish Airlines, Pegasus Airlines",PAR,RUH,965,1,427.95,2022-04-28,PAR-RUH
Lufthansa,PAR,RUH,730,2,487.35,2022-04-28,PAR-RUH
"AnadoluJet, Turkish Airlines",PAR,RUH,940,1,506.79,2022-04-28,PAR-RUH
"Turkish Airlines, SAUDIA",PAR,RUH,1080,2,520.83,2022-04-28,PAR-RUH
"Lufthansa, Turkish Airlines",PAR,RUH,825,2,544.32,2022-04-28,PAR-RUH
Emirates,PAR,RUH,1165,1,619.92,2022-04-28,PAR-RUH
Emirates,PAR,RUH,1180,1,619.92,2022-04-28,PAR-RUH
SAUDIA,PAR,RUH,1130,1,631.53,2022-04-28,PAR-RUH
SAUDIA,PAR,RUH,1035,2,638.28,2022-04-28,PAR-RUH
SAUDIA,PAR,RUH,1040,2,638.28,2022-04-28,PAR-RUH
MEA,PAR,RUH,1210,1,704.97,2022-04-28,PAR-RUH
"Air France, MEA",PAR,RUH,1210,1,803.25,2022-04-28,PAR-RUH
"British Airways, SAUDIA",PAR,RUH,565,1,923.94,2022-04-28,PAR-RUH
AnadoluJet,PAR,RUH,720,1,1084.32,2022-04-28,PAR-RUH
"Air Serbia, Pegasus Airlines",PAR,RUH,1025,2,356.4,2022-04-28,PAR-RUH
Multiple Airlines,PAR,RUH,960,3,483.03,2022-04-28,PAR-RUH
"Ryanair, MEA",PAR,RUH,1175,3,662.58,2022-04-28,PAR-RUH
Multiple Airlines,PAR,RUH,1115,3,680.94,2022-04-28,PAR-RUH
SWISS,PAR,RUH,690,2,798.12,2022-04-28,PAR-RUH
"Lufthansa, Egypt Air",PAR,RUH,885,2,1385.1,2022-04-28,PAR-RUH
"Lufthansa, Egypt Air",PAR,RUH,930,2,1385.1,2022-04-28,PAR-RUH
"Turkish Airlines, AnadoluJet",PAR,RUH,805,1,1475.01,2022-04-28,PAR-RUH
"Turkish Airlines, AnadoluJet",PAR,RUH,995,1,1475.01,2022-04-28,PAR-RUH
"Lufthansa, Egypt Air",PAR,RUH,735,2,1510.92,2022-04-28,PAR-RUH
"Lufthansa, Egypt Air",PAR,RUH,830,2,1510.92,2022-04-28,PAR-RUH
"Lufthansa, Egypt Air",PAR,RUH,930,2,1511.46,2022-04-28,PAR-RUH
"Austrian Airlines, Lufthansa",PAR,RUH,720,2,2654.1,2022-04-28,PAR-RUH
"LOT, Lufthansa",PAR,RUH,710,2,2844.18,2022-04-28,PAR-RUH
Air France,PAR,RUH,745,2,4055.94,2022-04-28,PAR-RUH
Air France,PAR,RUH,710,2,4057.29,2022-04-28,PAR-RUH
Air France,PAR,RUH,805,2,4116.96,2022-04-28,PAR-RUH
Air France,PAR,RUH,870,2,4116.96,2022-04-28,PAR-RUH
Air France,PAR,RUH,775,2,4118.04,2022-04-28,PAR-RUH
Air France,PAR,RUH,805,2,4118.04,2022-04-28,PAR-RUH
Air France,PAR,RUH,865,2,4118.04,2022-04-28,PAR-RUH
Air France,PAR,RUH,925,2,4118.04,2022-04-28,PAR-RUH
"SWISS, SAUDIA",PAR,RUH,750,2,5236.38,2022-04-28,PAR-RUH
SAUDIA,PAR,RUH,1160,2,638.28,2022-04-28,PAR-RUH
"Austrian Airlines, Egypt Air",PAR,RUH,965,2,1686.69,2022-04-28,PAR-RUH
"Lufthansa, Egypt Air",PAR,RUH,985,2,1772.55,2022-04-28,PAR-RUH
"Lufthansa, Egypt Air",PAR,RUH,830,2,1773.63,2022-04-28,PAR-RUH
"Lufthansa, Egypt Air",PAR,RUH,950,2,1848.15,2022-04-28,PAR-RUH
"Egypt Air, Etihad Airways",PAR,RUH,970,2,3571.56,2022-04-28,PAR-RUH
Lufthansa,PAR,RUH,500,1,424.71,2022-04-29,PAR-RUH
SAUDIA,PAR,RUH,370,0,517.59,2022-04-29,PAR-RUH
"Ryanair, Pegasus Airlines",PAR,RUH,1105,2,283.5,2022-04-29,PAR-RUH
Lufthansa,PAR,RUH,500,1,416.34,2022-04-29,PAR-RUH
Lufthansa,PAR,RUH,570,1,416.34,2022-04-29,PAR-RUH
Lufthansa,PAR,RUH,670,1,416.34,2022-04-29,PAR-RUH
Egypt Air,PAR,RUH,605,1,425.79,2022-04-29,PAR-RUH
Lufthansa,PAR,RUH,765,1,416.34,2022-04-29,PAR-RUH
Egypt Air,PAR,RUH,735,1,424.17,2022-04-29,PAR-RUH
Egypt Air,PAR,RUH,1140,1,426.87,2022-04-29,PAR-RUH
Turkish Airlines,PAR,RUH,515,1,486.0,2022-04-29,PAR-RUH
Turkish Airlines,PAR,RUH,545,1,486.0,2022-04-29,PAR-RUH
Turkish Airlines,PAR,RUH,625,1,486.0,2022-04-29,PAR-RUH
Turkish Airlines,PAR,RUH,715,1,486.0,2022-04-29,PAR-RUH
Turkish Airlines,PAR,RUH,735,1,486.0,2022-04-29,PAR-RUH
Turkish Airlines,PAR,RUH,835,1,486.0,2022-04-29,PAR-RUH
Turkish Airlines,PAR,RUH,925,1,486.0,2022-04-29,PAR-RUH
Turkish Airlines,PAR,RUH,1025,1,486.0,2022-04-29,PAR-RUH
British Airways,PAR,RUH,575,1,544.59,2022-04-29,PAR-RUH
British Airways,PAR,RUH,675,1,544.59,2022-04-29,PAR-RUH
British Airways,PAR,RUH,770,1,544.59,2022-04-29,PAR-RUH
Gulf Air,PAR,RUH,575,1,567.81,2022-04-29,PAR-RUH
Pegasus Airlines,PAR,RUH,590,1,575.64,2022-04-29,PAR-RUH
"Transavia France, SAUDIA",PAR,RUH,615,1,532.71,2022-04-29,PAR-RUH
British Airways,PAR,RUH,920,1,544.59,2022-04-29,PAR-RUH
"Vueling, SAUDIA",PAR,RUH,845,1,547.02,2022-04-29,PAR-RUH
Pegasus Airlines,PAR,RUH,770,1,575.64,2022-04-29,PAR-RUH
Oman Air,PAR,RUH,805,1,598.86,2022-04-29,PAR-RUH
"Transavia France, MEA",PAR,RUH,505,1,608.04,2022-04-29,PAR-RUH
SAUDIA,PAR,RUH,655,1,631.53,2022-04-29,PAR-RUH
SAUDIA,PAR,RUH,825,1,631.53,2022-04-29,PAR-RUH
SAUDIA,PAR,RUH,885,1,631.53,2022-04-29,PAR-RUH
SAUDIA,PAR,RUH,950,1,631.53,2022-04-29,PAR-RUH
SAUDIA,PAR,RUH,1005,1,631.53,2022-04-29,PAR-RUH
SAUDIA,PAR,RUH,1065,1,631.53,2022-04-29,PAR-RUH
SAUDIA,PAR,RUH,1130,1,631.53,2022-04-29,PAR-RUH
Emirates,PAR,RUH,590,1,653.13,2022-04-29,PAR-RUH
Emirates,PAR,RUH,800,1,653.13,2022-04-29,PAR-RUH
Emirates,PAR,RUH,840,1,653.13,2022-04-29,PAR-RUH
Emirates,PAR,RUH,915,1,653.13,2022-04-29,PAR-RUH
Emirates,PAR,RUH,975,1,653.13,2022-04-29,PAR-RUH
Emirates,PAR,RUH,1165,1,653.13,2022-04-29,PAR-RUH
Emirates,PAR,RUH,1180,1,653.13,2022-04-29,PAR-RUH
Qatar Airways,PAR,RUH,575,1,655.02,2022-04-29,PAR-RUH
Qatar Airways,PAR,RUH,915,1,655.02,2022-04-29,PAR-RUH
Qatar Airways,PAR,RUH,1005,1,655.02,2022-04-29,PAR-RUH
Etihad Airways,PAR,RUH,615,1,661.5,2022-04-29,PAR-RUH
Etihad Airways,PAR,RUH,625,1,661.5,2022-04-29,PAR-RUH
Etihad Airways,PAR,RUH,945,1,661.5,2022-04-29,PAR-RUH
Etihad Airways,PAR,RUH,980,1,664.74,2022-04-29,PAR-RUH
MEA,PAR,RUH,550,1,702.54,2022-04-29,PAR-RUH
MEA,PAR,RUH,605,1,702.54,2022-04-29,PAR-RUH
"Air France, SAUDIA",PAR,RUH,555,1,823.77,2022-04-29,PAR-RUH
"easyJet, Pegasus Airlines",PAR,RUH,1000,2,298.89,2022-04-29,PAR-RUH
"Vueling, Egypt Air",PAR,RUH,1165,2,441.72,2022-04-29,PAR-RUH
Lufthansa,PAR,RUH,730,2,487.35,2022-04-29,PAR-RUH
Multiple Airlines,PAR,RUH,910,2,498.69,2022-04-29,PAR-RUH
"AnadoluJet, Turkish Airlines",PAR,RUH,940,1,506.79,2022-04-29,PAR-RUH
Egypt Air,PAR,RUH,1095,2,517.86,2022-04-29,PAR-RUH
Multiple Airlines,PAR,RUH,820,2,533.25,2022-04-29,PAR-RUH
Multiple Airlines,PAR,RUH,960,2,539.19,2022-04-29,PAR-RUH
"Lufthansa, Turkish Airlines",PAR,RUH,720,2,544.32,2022-04-29,PAR-RUH
"Lufthansa, Turkish Airlines",PAR,RUH,765,2,544.32,2022-04-29,PAR-RUH
"Lufthansa, Turkish Airlines",PAR,RUH,825,2,544.32,2022-04-29,PAR-RUH
"Lufthansa, Turkish Airlines",PAR,RUH,835,2,544.32,2022-04-29,PAR-RUH
"Lufthansa, Turkish Airlines",PAR,RUH,935,2,544.32,2022-04-29,PAR-RUH
"Lufthansa, Turkish Airlines",PAR,RUH,1010,2,544.32,2022-04-29,PAR-RUH
"Ryanair, SAUDIA",PAR,RUH,700,1,545.13,2022-04-29,PAR-RUH
SAUDIA,PAR,RUH,1035,2,638.28,2022-04-29,PAR-RUH
SAUDIA,PAR,RUH,1040,2,638.28,2022-04-29,PAR-RUH
MEA,PAR,RUH,1210,1,758.16,2022-04-29,PAR-RUH
"British Airways, SAUDIA",PAR,RUH,725,1,936.36,2022-04-29,PAR-RUH
AnadoluJet,PAR,RUH,720,1,1092.96,2022-04-29,PAR-RUH
"Ryanair, Pegasus Airlines",PAR,RUH,1095,3,311.85,2022-04-29,PAR-RUH
"easyJet, Pegasus Airlines",PAR,RUH,1095,2,314.28,2022-04-29,PAR-RUH
"Ryanair, Egypt Air",PAR,RUH,1020,2,439.83,2022-04-29,PAR-RUH
Multiple Airlines,PAR,RUH,1140,3,448.74,2022-04-29,PAR-RUH
Egypt Air,PAR,RUH,1095,3,477.9,2022-04-29,PAR-RUH
Multiple Airlines,PAR,RUH,1110,3,480.06,2022-04-29,PAR-RUH
Multiple Airlines,PAR,RUH,1095,3,532.17,2022-04-29,PAR-RUH
Multiple Airlines,PAR,RUH,1085,3,548.64,2022-04-29,PAR-RUH
"Air France, Egypt Air",PAR,RUH,960,2,708.75,2022-04-29,PAR-RUH
Multiple Airlines,PAR,RUH,1210,3,1047.06,2022-04-29,PAR-RUH
"Lufthansa, Egypt Air",PAR,RUH,885,2,1325.97,2022-04-29,PAR-RUH
"Turkish Airlines, AnadoluJet",PAR,RUH,805,1,1475.01,2022-04-29,PAR-RUH
"Turkish Airlines, AnadoluJet",PAR,RUH,995,1,1475.01,2022-04-29,PAR-RUH
"Lufthansa, Egypt Air",PAR,RUH,735,2,1510.92,2022-04-29,PAR-RUH
"Lufthansa, Egypt Air",PAR,RUH,830,2,1510.92,2022-04-29,PAR-RUH
"Air France, SAUDIA",PAR,RUH,630,1,1702.35,2022-04-29,PAR-RUH
"Air France, SAUDIA",PAR,RUH,1125,1,2442.15,2022-04-29,PAR-RUH
"Austrian Airlines, Lufthansa",PAR,RUH,720,2,2654.1,2022-04-29,PAR-RUH
"LOT, Lufthansa",PAR,RUH,710,2,2844.18,2022-04-29,PAR-RUH
SAUDIA,PAR,RUH,1160,2,638.28,2022-04-29,PAR-RUH
"Lufthansa, Egypt Air",PAR,RUH,830,2,1713.96,2022-04-29,PAR-RUH
Lufthansa,PAR,RUH,500,1,424.71,2022-04-30,PAR-RUH
SAUDIA,PAR,RUH,370,0,627.75,2022-04-30,PAR-RUH
"Transavia France, Pegasus Airlines",PAR,RUH,1040,2,270.81,2022-04-30,PAR-RUH
Pegasus Airlines,PAR,RUH,770,1,272.7,2022-04-30,PAR-RUH
Pegasus Airlines,PAR,RUH,590,1,331.29,2022-04-30,PAR-RUH
Royal Jordanian,PAR,RUH,575,1,391.77,2022-04-30,PAR-RUH
"AnadoluJet, Pegasus Airlines",PAR,RUH,570,1,403.38,2022-04-30,PAR-RUH
Lufthansa,PAR,RUH,500,1,416.34,2022-04-30,PAR-RUH
Lufthansa,PAR,RUH,570,1,416.34,2022-04-30,PAR-RUH
Lufthansa,PAR,RUH,670,1,416.34,2022-04-30,PAR-RUH
Lufthansa,PAR,RUH,765,1,416.34,2022-04-30,PAR-RUH
Egypt Air,PAR,RUH,735,1,424.17,2022-04-30,PAR-RUH
Egypt Air,PAR,RUH,605,1,425.79,2022-04-30,PAR-RUH
Turkish Airlines,PAR,RUH,515,1,486.0,2022-04-30,PAR-RUH
Turkish Airlines,PAR,RUH,545,1,486.0,2022-04-30,PAR-RUH
Turkish Airlines,PAR,RUH,625,1,486.0,2022-04-30,PAR-RUH
"AnadoluJet, Pegasus Airlines",PAR,RUH,880,1,403.38,2022-04-30,PAR-RUH
Egypt Air,PAR,RUH,1140,1,426.87,2022-04-30,PAR-RUH
Royal Jordanian,PAR,RUH,1125,1,481.14,2022-04-30,PAR-RUH
Turkish Airlines,PAR,RUH,715,1,486.0,2022-04-30,PAR-RUH
Turkish Airlines,PAR,RUH,735,1,486.0,2022-04-30,PAR-RUH
Turkish Airlines,PAR,RUH,835,1,486.0,2022-04-30,PAR-RUH
Turkish Airlines,PAR,RUH,925,1,486.0,2022-04-30,PAR-RUH
Turkish Airlines,PAR,RUH,1025,1,486.0,2022-04-30,PAR-RUH
British Airways,PAR,RUH,675,1,544.59,2022-04-30,PAR-RUH
British Airways,PAR,RUH,770,1,544.59,2022-04-30,PAR-RUH
British Airways,PAR,RUH,870,1,544.59,2022-04-30,PAR-RUH
"easyJet, SAUDIA",PAR,RUH,580,1,557.01,2022-04-30,PAR-RUH
"MEA, SAUDIA",PAR,RUH,580,1,562.95,2022-04-30,PAR-RUH
Gulf Air,PAR,RUH,575,1,567.81,2022-04-30,PAR-RUH
"Vueling, SAUDIA",PAR,RUH,860,1,525.69,2022-04-30,PAR-RUH
"easyJet, SAUDIA",PAR,RUH,770,1,564.3,2022-04-30,PAR-RUH
Gulf Air,PAR,RUH,990,1,567.81,2022-04-30,PAR-RUH
"Transavia France, SAUDIA",PAR,RUH,520,1,626.94,2022-04-30,PAR-RUH
SAUDIA,PAR,RUH,825,1,631.8,2022-04-30,PAR-RUH
SAUDIA,PAR,RUH,885,1,631.8,2022-04-30,PAR-RUH
